v1,price,area,subarea,name,condition,cylinders,drive,fuel,odometer,paintcolor,size,transmission,type,dealer
896,"$2,400 ",los angeles,central LA,2002 toyota camry,fair,6 cylinders,fwd,gas,183821,grey,full-size,automatic,sedan,0
897,"$7,500 ",los angeles,LA san gabriel,2012 Toyota Camry se,NA,4 cylinders,NA,gas,NA,NA,NA,automatic,NA,0
898,"$3,000 ",los angeles,central LA,2001 toyota camry le,excellent,4 cylinders,NA,gas,133,NA,NA,automatic,NA,0
899,"$6,000 ",los angeles,LA long beach,2009 toyota camry le,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
900,"$7,500 ",los angeles,central LA,2009 toyota camry,excellent,4 cylinders,NA,gas,81000,NA,NA,automatic,NA,0
902,"$1,200 ",los angeles,central LA,2000 toyota camry,NA,NA,NA,gas,NA,NA,NA,manual,sedan,0
905,"$3,950 ",los angeles,LA long beach,2004 toyota camry,NA,NA,NA,gas,180000,NA,NA,automatic,NA,0
906,"$4,500 ",los angeles,central LA,2008 toyota camry le,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
908,"$2,400 ",los angeles,central LA,2003 toyota camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
909,"$2,900 ",los angeles,central LA,2004 Toyota Camry,NA,4 cylinders,NA,gas,194324,blue,NA,automatic,sedan,0
910,"$7,000 ",los angeles,San Fernando,2009 toyota camry,good,4 cylinders,NA,gas,100000,grey,NA,automatic,sedan,0
912,"$7,500 ",los angeles,central LA,2009 toyota camry,excellent,4 cylinders,NA,gas,81000,NA,NA,automatic,NA,0
913,NA,los angeles,central LA,2018 Toyota Camry,NA,4 cylinders,fwd,gas,16452,black,NA,automatic,sedan,1
914,"$3,700 ",los angeles,San Fernando,2003 toyota camry,NA,NA,NA,gas,132000,NA,NA,automatic,NA,0
915,"$7,500 ",los angeles,central LA,2009 toyota camry,excellent,4 cylinders,NA,gas,81000,NA,NA,automatic,NA,0
918,"$3,600 ",los angeles,San Fernando,2003 toyota camry le,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
919,"$7,900 ",los angeles,San Fernando,2009 Toyota camry SE,like new,4 cylinders,NA,gas,117000,NA,NA,automatic,NA,0
920,NA,los angeles,San Fernando,2010 Toyota Camry LE,NA,NA,fwd,gas,161012,NA,NA,automatic,sedan,1
921,"$3,950 ",los angeles,LA san gabriel,2004 toyota camry,NA,NA,NA,gas,180000,NA,NA,automatic,NA,0
922,"$2,700 ",los angeles,San Fernando,2000 toyota camry,excellent,4 cylinders,NA,gas,NA,brown,full-size,automatic,pickup,0
923,"$10,500 ",los angeles,LA san gabriel,2013 TOYOTA CAMRY LE,like new,4 cylinders,fwd,gas,35092,black,full-size,automatic,sedan,0
924,NA,los angeles,LA long beach,2014 Toyota Camry,NA,NA,NA,gas,59272,NA,full-size,automatic,sedan,1
925,"$1,000 ",los angeles,central LA,2004 Toyota Camry Le FwD 210Hp,excellent,NA,fwd,gas,NA,white,full-size,automatic,sedan,0
926,"$7,600 ",los angeles,central LA,2009 toyota camry le,excellent,NA,NA,gas,NA,NA,NA,automatic,NA,0
927,"$7,500 ",los angeles,San Fernando,2003 toyota camry le,like new,4 cylinders,NA,gas,32000,green,compact,automatic,coupe,0
928,"$1,500 ",los angeles,central LA,1992 Toyota Camry,good,6 cylinders,NA,gas,160,blue,NA,automatic,sedan,0
929,"$1,600 ",los angeles,LA san gabriel,2008 toyota camry,like new,4 cylinders,NA,gas,153123,silver,NA,automatic,sedan,0
932,"$5,950 ",los angeles,LA westside-southbay,2006 toyota camry le,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
933,"$2,200 ",los angeles,LA long beach,1998 TOYOTA CAMRY,like new,NA,NA,gas,160000,NA,NA,automatic,NA,0
936,"$11,800 ",los angeles,LA san gabriel,2012 Toyota Camry,excellent,4 cylinders,rwd,gas,23000,white,full-size,automatic,sedan,0
938,"$2,895 ",los angeles,LA san gabriel,1998 Toyota Camry LE 4 DR,excellent,4 cylinders,fwd,gas,183740,brown,mid-size,automatic,sedan,0
939,"$7,500 ",los angeles,central LA,2009 toyota camry,excellent,4 cylinders,NA,gas,81000,NA,NA,automatic,NA,0
940,"$1,900 ",los angeles,San Fernando,1995 Toyota Camry,excellent,4 cylinders,NA,gas,166,NA,NA,automatic,NA,0
941,"$7,000 ",los angeles,San Fernando,2009 toyota camry,good,4 cylinders,NA,gas,100000,grey,NA,automatic,sedan,0
942,"$4,900 ",los angeles,San Fernando,2009 toyota camry hybrid,NA,NA,NA,gas,140,NA,NA,automatic,NA,0
943,"$7,405 ",los angeles,LA westside-southbay,2008 Toyota Camry,NA,6 cylinders,fwd,gas,131306,grey,mid-size,automatic,sedan,1
944,"$6,700 ",los angeles,LA san gabriel,2007 Toyota Camry,NA,NA,NA,gas,122000,NA,NA,automatic,NA,0
945,"$1,200 ",los angeles,central LA,2000 toyota camry,new,6 cylinders,fwd,gas,NA,black,full-size,manual,sedan,0
946,"$3,950 ",los angeles,North LA county,2004 toyota camry,NA,NA,NA,gas,180000,NA,NA,automatic,NA,0
948,"$7,500 ",los angeles,central LA,2003 toyota camry,like new,4 cylinders,NA,gas,32000,green,NA,automatic,NA,0
949,"$4,700 ",los angeles,LA long beach,2004 Toyota Camry SE,excellent,4 cylinders,fwd,gas,116000,white,NA,automatic,sedan,0
950,"$4,500 ",los angeles,central LA,2008 toyota camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
951,"$2,900 ",los angeles,central LA,1999 Toyota CAMRY,excellent,6 cylinders,fwd,gas,102767,grey,full-size,automatic,sedan,0
952,NA,los angeles,central LA,2015 TOYOTA Camry,NA,NA,NA,gas,72779,white,full-size,automatic,sedan,1
953,"$7,500 ",los angeles,central LA,2009 toyota camry,excellent,4 cylinders,NA,gas,81000,NA,NA,automatic,NA,0
954,"$4,000 ",los angeles,LA westside-southbay,2006 toyota camry solara,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
956,"$3,950 ",los angeles,San Fernando,2004 toyota camry,NA,NA,NA,gas,180000,NA,NA,automatic,NA,0
957,"$11,995 ",los angeles,San Fernando,2014 TOYOTA CAMRY SE SPORT,like new,4 cylinders,fwd,gas,103674,white,mid-size,automatic,sedan,1
958,"$9,900 ",los angeles,LA westside-southbay,2012 TOYOTA CAMRY SE,like new,4 cylinders,NA,gas,114512,red,full-size,automatic,sedan,1
959,"$3,700 ",los angeles,San Fernando,2003 toyota camry,NA,NA,NA,gas,132000,NA,NA,automatic,NA,0
960,"$15,999 ",los angeles,central LA,2016 TOYOTA CAMRY SE,like new,4 cylinders,fwd,gas,29122,black,full-size,automatic,sedan,0
961,"$6,999 ",los angeles,San Fernando,2008 Toyota Camry,excellent,4 cylinders,NA,gas,NA,NA,NA,automatic,NA,0
962,"$7,500 ",los angeles,central LA,2009 toyota camry,excellent,4 cylinders,NA,gas,81000,NA,NA,automatic,NA,0
963,"$6,500 ",los angeles,LA san gabriel,2007 toyota camry,good,6 cylinders,NA,gas,139000,white,sub-compact,automatic,sedan,0
964,"$3,500 ",los angeles,LA westside-southbay,2004 toyota camry xle,good,NA,NA,gas,207000,silver,NA,automatic,NA,0
966,"$5,499 ",los angeles,San Fernando,2007 toyota camry,excellent,NA,NA,gas,100000,NA,NA,automatic,NA,0
970,"$11,400 ",los angeles,central LA,2015 Toyota Camry SE,like new,4 cylinders,fwd,gas,115629,NA,compact,automatic,sedan,0
971,"$17,000 ",los angeles,central LA,2017 toyota camry,like new,4 cylinders,fwd,gas,20000,black,full-size,automatic,sedan,0
972,"$11,400 ",los angeles,LA long beach,2015 Toyota Camry SE,like new,4 cylinders,fwd,gas,115629,NA,compact,automatic,sedan,0
973,NA,los angeles,San Fernando,2016 Toyota Camry,excellent,4 cylinders,fwd,gas,63145,white,mid-size,automatic,sedan,1
974,"$7,500 ",los angeles,central LA,2009 toyota camry,excellent,4 cylinders,NA,gas,81000,NA,NA,automatic,NA,0
975,"$5,500 ",los angeles,LA long beach,2004 toyota camry xle,excellent,4 cylinders,NA,gas,115334,NA,NA,automatic,NA,0
976,NA,los angeles,central LA,2011 toyota camry se,like new,4 cylinders,fwd,gas,NA,NA,compact,automatic,sedan,1
977,"$9,490 ",los angeles,San Fernando,2012 toyota camry LE,like new,4 cylinders,NA,gas,NA,white,NA,automatic,NA,0
978,"$1,500 ",los angeles,San Fernando,1992 Toyota Camry,good,4 cylinders,fwd,gas,168000,grey,mid-size,automatic,sedan,0
979,NA,los angeles,LA long beach,2008 toyota camry,excellent,4 cylinders,fwd,gas,NA,red,NA,automatic,sedan,1
980,"$2,000 ",los angeles,LA westside-southbay,1999 toyota camry xle,fair,6 cylinders,fwd,gas,157300,green,compact,automatic,sedan,0
981,"$3,500 ",los angeles,San Fernando,2003 toyota camry,excellent,4 cylinders,NA,gas,NA,white,NA,automatic,NA,0
982,"$8,299 ",los angeles,central LA,2009 Toyota Camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
983,NA,los angeles,central LA,2014 TOYOTA Camry,NA,NA,NA,gas,76618,NA,full-size,automatic,sedan,1
984,"$7,800 ",los angeles,LA san gabriel,2010 toyota camry le,like new,4 cylinders,NA,gas,120000,white,NA,automatic,sedan,0
985,"$4,100 ",los angeles,San Fernando,2006 TOYOTA CAMRY SE,NA,6 cylinders,NA,gas,165600,NA,NA,automatic,NA,0
986,"$3,950 ",los angeles,central LA,2004 toyota camry,NA,NA,NA,gas,180000,NA,NA,automatic,NA,0
987,"$1,500 ",los angeles,San Fernando,1995 toyota camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
988,"$3,800 ",los angeles,central LA,2004 toyota camry,good,4 cylinders,fwd,gas,116000,silver,mid-size,automatic,sedan,0
989,"$8,900 ",los angeles,San Fernando,2012 toyota camry le,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
990,"$2,700 ",los angeles,LA long beach,2005 toyota camry le,NA,4 cylinders,NA,gas,190000,NA,NA,automatic,NA,0
991,"$14,995 ",los angeles,LA westside-southbay,2016 TOYOTA CAMRY SE,good,4 cylinders,fwd,gas,65467,white,NA,automatic,sedan,1
992,"$16,225 ",los angeles,LA westside-southbay,2015 Toyota Camry,like new,NA,fwd,gas,14319,white,NA,automatic,sedan,1
993,"$1,950 ",los angeles,LA san gabriel,2001 Toyota Camry le,NA,NA,NA,gas,228000,NA,NA,automatic,NA,0
994,"$1,900 ",los angeles,central LA,1998 toyota camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
995,"$2,500 ",los angeles,San Fernando,2002 toyota camry,excellent,NA,NA,gas,NA,NA,NA,automatic,NA,0
996,"$7,500 ",los angeles,central LA,2009 toyota camry le,excellent,4 cylinders,NA,gas,81000,NA,NA,automatic,NA,0
997,"$8,995 ",los angeles,North LA county,2008 Toyota Camry Solara,NA,NA,fwd,other,83133,white,NA,automatic,coupe,1
998,"$1,500 ",los angeles,central LA,1996 toyota camry,excellent,NA,NA,gas,NA,NA,NA,automatic,NA,0
999,"$2,800 ",los angeles,San Fernando,2002 toyota camry xle,good,6 cylinders,fwd,gas,189,silver,full-size,automatic,sedan,0
1003,"$7,500 ",los angeles,San Fernando,2003 toyota camry le,like new,4 cylinders,NA,gas,32000,green,compact,automatic,coupe,0
1004,"$3,500 ",los angeles,LA long beach,2003 toyota camry,good,4 cylinders,fwd,gas,162000,black,full-size,automatic,sedan,0
1005,"$2,800 ",los angeles,San Fernando,2002 toyota camry xle,good,6 cylinders,fwd,gas,189,silver,full-size,automatic,sedan,0
1006,"$6,000 ",los angeles,San Fernando,2008 Toyota Camry Hybrid,good,4 cylinders,fwd,hybrid,122000,white,full-size,automatic,sedan,0
1009,"$7,500 ",los angeles,central LA,2009 toyota camry,excellent,4 cylinders,NA,gas,81000,NA,NA,automatic,NA,0
1010,"$4,700 ",los angeles,LA long beach,2004 Toyota Camry SE,excellent,4 cylinders,fwd,gas,116000,white,NA,automatic,sedan,0
1012,"$7,500 ",los angeles,central LA,2009 toyota camry,excellent,4 cylinders,NA,gas,81000,NA,NA,automatic,NA,0
1013,"$1,000 ",los angeles,central LA,2004 Toyota Camry Le FwD 210Hp,excellent,NA,fwd,gas,NA,white,full-size,automatic,sedan,0
1014,"$8,495 ",los angeles,LA san gabriel,2007 Toyota Camry,excellent,NA,NA,gas,53000,grey,NA,automatic,sedan,0
1015,"$2,200 ",los angeles,LA long beach,1998 TOYOTA CAMRY,like new,NA,NA,gas,160000,NA,NA,automatic,NA,0
1016,"$4,900 ",los angeles,San Fernando,2009 toyota camry hybrid,NA,NA,NA,gas,140,NA,NA,automatic,NA,0
1017,"$7,500 ",los angeles,central LA,2003 toyota camry,like new,4 cylinders,NA,gas,32000,green,NA,automatic,NA,0
1018,"$1,299 ",los angeles,LA san gabriel,2000 Toyota Camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
1021,"$14,995 ",los angeles,LA westside-southbay,2016 TOYOTA CAMRY SE,good,4 cylinders,fwd,gas,65467,white,NA,automatic,sedan,1
1022,"$3,500 ",los angeles,San Fernando,2003 toyota camry,excellent,4 cylinders,NA,gas,NA,white,NA,automatic,NA,0
1023,"$7,500 ",los angeles,central LA,2009 toyota camry le,excellent,4 cylinders,NA,gas,81000,NA,NA,automatic,NA,0
1024,"$2,300 ",los angeles,central LA,1999 toyota camry,excellent,4 cylinders,fwd,gas,124000,white,compact,automatic,sedan,0
1025,"$7,500 ",los angeles,central LA,2009 toyota camry,excellent,4 cylinders,NA,gas,81000,NA,NA,automatic,NA,0
1026,"$1,900 ",los angeles,San Fernando,1995 Toyota Camry,excellent,4 cylinders,NA,gas,166,NA,NA,automatic,NA,0
1027,NA,los angeles,San Fernando,2010 Toyota Camry LE,NA,NA,fwd,gas,161012,NA,NA,automatic,sedan,1
1028,"$2,700 ",los angeles,LA long beach,2005 toyota camry le,NA,4 cylinders,NA,gas,190000,NA,NA,automatic,NA,0
1029,"$7,600 ",los angeles,central LA,2009 toyota camry le,excellent,NA,NA,gas,NA,NA,NA,automatic,NA,0
1030,"$2,895 ",los angeles,LA san gabriel,1998 Toyota Camry LE 4 DR,excellent,4 cylinders,fwd,gas,183740,brown,mid-size,automatic,sedan,0
1031,"$6,700 ",los angeles,LA san gabriel,2007 Toyota Camry,NA,NA,NA,gas,122000,NA,NA,automatic,NA,0
1032,"$2,900 ",los angeles,central LA,1999 Toyota CAMRY,excellent,6 cylinders,fwd,gas,102767,grey,full-size,automatic,sedan,0
1033,NA,los angeles,central LA,2011 toyota camry se,like new,4 cylinders,fwd,gas,NA,NA,compact,automatic,sedan,1
1034,"$7,900 ",los angeles,San Fernando,2009 Toyota camry SE,like new,4 cylinders,NA,gas,117000,NA,NA,automatic,NA,0
1035,"$14,900 ",los angeles,San Fernando,2014 toyota camry,excellent,4 cylinders,fwd,gas,73000,white,mid-size,automatic,sedan,0
1036,"$17,000 ",los angeles,central LA,2017 toyota camry,like new,4 cylinders,fwd,gas,20000,black,full-size,automatic,sedan,0
1038,"$2,000 ",los angeles,LA westside-southbay,1999 toyota camry xle,fair,6 cylinders,fwd,gas,157300,green,compact,automatic,sedan,0
1040,"$1,600 ",los angeles,LA san gabriel,2008 toyota camry,like new,4 cylinders,NA,gas,153123,silver,NA,automatic,sedan,0
1041,"$7,500 ",los angeles,central LA,2009 toyota camry,NA,4 cylinders,NA,gas,81000,NA,NA,automatic,NA,0
1042,$361 ,los angeles,LA westside-southbay,2017 toyota camry hybrid,new,4 cylinders,rwd,hybrid,700,red,mid-size,automatic,sedan,0
1043,NA,los angeles,LA long beach,2008 toyota camry,excellent,4 cylinders,fwd,gas,NA,red,NA,automatic,sedan,1
1044,"$1,500 ",los angeles,North LA county,2001 toyota camry,excellent,6 cylinders,NA,gas,270000,NA,NA,automatic,NA,0
1045,"$2,700 ",los angeles,San Fernando,2000 toyota camry,excellent,4 cylinders,NA,gas,NA,brown,full-size,automatic,pickup,0
1046,"$4,500 ",los angeles,central LA,2008 toyota camry le,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
1047,"$9,490 ",los angeles,San Fernando,2012 toyota camry LE,like new,4 cylinders,NA,gas,NA,white,NA,automatic,NA,0
1048,"$7,405 ",los angeles,LA westside-southbay,2008 Toyota Camry,NA,6 cylinders,fwd,gas,131306,grey,mid-size,automatic,sedan,1
1049,"$1,200 ",los angeles,central LA,2000 toyota camry,new,6 cylinders,fwd,gas,NA,black,full-size,manual,sedan,0
1052,"$1,500 ",los angeles,San Fernando,1992 Toyota Camry,good,4 cylinders,fwd,gas,168000,grey,mid-size,automatic,sedan,0
1053,"$2,700 ",los angeles,San Fernando,2000 toyota camry,excellent,4 cylinders,NA,gas,NA,brown,full-size,automatic,sedan,0
1054,$1 ,los angeles,North LA county,2004 toyota camry,like new,NA,NA,gas,113000,NA,NA,manual,NA,0
1055,"$4,500 ",los angeles,central LA,2008 toyota camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
1056,"$1,950 ",los angeles,LA san gabriel,2001 Toyota Camry le,NA,NA,NA,gas,228000,NA,NA,automatic,NA,0
1057,"$3,600 ",los angeles,San Fernando,2003 toyota camry le,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
1058,"$7,500 ",los angeles,central LA,2009 toyota camry,excellent,4 cylinders,NA,gas,81000,NA,NA,automatic,NA,0
1059,"$1,200 ",los angeles,central LA,2000 toyota camry,NA,NA,NA,gas,NA,NA,NA,manual,sedan,0
1060,"$2,900 ",los angeles,central LA,2004 Toyota Camry,NA,4 cylinders,NA,gas,194324,blue,NA,automatic,sedan,0
1061,"$5,499 ",los angeles,San Fernando,2007 toyota camry,excellent,NA,NA,gas,100000,NA,NA,automatic,NA,0
1062,"$2,500 ",los angeles,San Fernando,2002 toyota camry,excellent,NA,NA,gas,NA,NA,NA,automatic,NA,0
1063,"$8,995 ",los angeles,North LA county,2008 Toyota Camry Solara,NA,NA,fwd,other,83133,white,NA,automatic,coupe,1
1064,"$11,995 ",los angeles,San Fernando,2014 TOYOTA CAMRY SE SPORT,like new,4 cylinders,fwd,gas,103674,white,mid-size,automatic,sedan,1
1065,"$1,900 ",los angeles,central LA,1998 toyota camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
1066,"$6,800 ",los angeles,central LA,2012 toyota camry se,excellent,4 cylinders,NA,gas,NA,NA,NA,automatic,NA,0
1067,"$2,000 ",los angeles,central LA,2008 TOYOTA CAMRY,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
1068,"$2,400 ",los angeles,central LA,2003 toyota camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
1069,"$3,500 ",los angeles,LA westside-southbay,2004 toyota camry xle,good,NA,NA,gas,207000,silver,NA,automatic,NA,0
1070,"$3,950 ",los angeles,central LA,2004 toyota camry,NA,NA,NA,gas,180000,NA,NA,automatic,NA,0
1071,"$1,500 ",los angeles,San Fernando,1995 toyota camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
1072,"$3,950 ",los angeles,LA san gabriel,2004 toyota camry,NA,NA,NA,gas,180000,NA,NA,automatic,NA,0
1073,"$3,950 ",los angeles,LA long beach,2004 toyota camry,NA,NA,NA,gas,180000,NA,NA,automatic,NA,0
1076,"$2,700 ",los angeles,San Fernando,2002 toyota camry,excellent,4 cylinders,NA,gas,161000,NA,NA,automatic,NA,0
1079,"$11,800 ",los angeles,LA san gabriel,2012 Toyota Camry,excellent,4 cylinders,rwd,gas,23000,white,full-size,automatic,sedan,0
1080,"$6,500 ",los angeles,LA san gabriel,2007 toyota camry,good,6 cylinders,NA,gas,139000,white,sub-compact,automatic,sedan,0
1081,"$3,800 ",los angeles,central LA,2004 toyota camry,good,4 cylinders,fwd,gas,116000,silver,mid-size,automatic,sedan,0
1082,"$7,500 ",los angeles,central LA,2009 toyota camry,excellent,4 cylinders,NA,gas,81000,NA,NA,automatic,NA,0
1083,"$5,950 ",los angeles,LA westside-southbay,2006 toyota camry le,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
1084,NA,los angeles,central LA,2014 TOYOTA Camry,NA,NA,NA,gas,76618,NA,full-size,automatic,sedan,1
1085,"$8,299 ",los angeles,central LA,2009 Toyota Camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
1086,"$3,950 ",los angeles,North LA county,2004 toyota camry,NA,NA,NA,gas,180000,NA,NA,automatic,NA,0
1087,NA,los angeles,San Fernando,2015 TOYOTA CAMRY XSE BAD CREDIT,NA,NA,NA,gas,31678,white,NA,automatic,NA,1
1088,"$7,500 ",los angeles,central LA,2009 toyota camry,excellent,4 cylinders,NA,gas,81000,NA,NA,automatic,NA,0
1091,"$10,500 ",los angeles,LA san gabriel,2013 TOYOTA CAMRY LE,like new,4 cylinders,fwd,gas,35092,black,full-size,automatic,sedan,0
1092,"$1,500 ",los angeles,central LA,1996 toyota camry,excellent,NA,NA,gas,NA,NA,NA,automatic,NA,0
1093,"$1,400 ",los angeles,central LA,2001 Toyota Camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
1094,"$8,900 ",los angeles,San Fernando,2012 toyota camry le,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
1095,"$6,999 ",los angeles,San Fernando,2008 Toyota Camry,excellent,4 cylinders,NA,gas,NA,NA,NA,automatic,NA,0
1096,"$5,400 ",los angeles,LA san gabriel,2007 Toyota Camry XLE ADVANCED,excellent,6 cylinders,fwd,gas,133,NA,full-size,automatic,sedan,0
1097,"$3,950 ",los angeles,San Fernando,2004 toyota camry,NA,NA,NA,gas,180000,NA,NA,automatic,NA,0
1101,"$2,599 ",los angeles,LA long beach,2000 Toyota Camry LE,excellent,4 cylinders,fwd,gas,186528,NA,mid-size,automatic,sedan,0
1102,"$3,700 ",los angeles,San Fernando,2003 toyota camry,NA,NA,NA,gas,132000,NA,NA,automatic,NA,0
1103,NA,los angeles,central LA,2015 TOYOTA Camry,NA,NA,NA,gas,72779,white,full-size,automatic,sedan,1
1104,"$7,500 ",los angeles,central LA,2009 toyota camry,excellent,4 cylinders,NA,gas,81000,NA,NA,automatic,NA,0
1105,"$7,000 ",los angeles,San Fernando,2009 toyota camry,good,4 cylinders,NA,gas,100000,grey,NA,automatic,sedan,0
1106,NA,los angeles,central LA,2018 Toyota Camry,NA,4 cylinders,fwd,gas,16452,black,NA,automatic,sedan,1
1107,"$90,002 ",los angeles,San Fernando,2003 Toyota Camry Xle,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
1108,"$3,600 ",los angeles,San Fernando,2003 toyota camry le,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
1109,"$8,900 ",los angeles,San Fernando,2012 toyota camry le,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
1110,"$1,950 ",los angeles,LA san gabriel,2001 Toyota Camry le,NA,NA,NA,gas,228000,NA,NA,automatic,NA,0
1111,"$16,225 ",los angeles,LA westside-southbay,2015 Toyota Camry,like new,NA,fwd,gas,14319,white,NA,automatic,sedan,1
1112,"$5,000 ",los angeles,North LA county,2010 toyota camry hybrid,good,4 cylinders,fwd,gas,370000,NA,NA,automatic,sedan,0
1113,"$9,490 ",los angeles,San Fernando,2012 toyota camry LE,like new,4 cylinders,NA,gas,NA,white,NA,automatic,NA,0
1114,NA,los angeles,central LA,2014 TOYOTA Camry,NA,NA,NA,gas,76618,NA,full-size,automatic,sedan,1
1115,"$1,200 ",los angeles,central LA,2000 toyota camry,NA,NA,NA,gas,NA,NA,NA,manual,sedan,0
1116,"$7,900 ",los angeles,San Fernando,2009 Toyota camry SE,like new,4 cylinders,NA,gas,117000,NA,NA,automatic,NA,0
1117,"$3,950 ",los angeles,LA long beach,2004 toyota camry,NA,NA,NA,gas,180000,NA,NA,automatic,NA,0
1118,NA,los angeles,San Fernando,2010 Toyota Camry LE,NA,NA,fwd,gas,161012,NA,NA,automatic,sedan,1
1121,"$6,999 ",los angeles,San Fernando,2008 Toyota Camry,excellent,4 cylinders,NA,gas,NA,NA,NA,automatic,NA,0
1122,NA,los angeles,San Fernando,2016 Toyota Camry,excellent,4 cylinders,fwd,gas,63145,white,mid-size,automatic,sedan,1
1124,"$7,500 ",los angeles,central LA,2009 toyota camry,excellent,4 cylinders,NA,gas,81000,NA,NA,automatic,NA,0
1126,"$5,100 ",los angeles,LA long beach,2008 toyota camry le 4dr sedan,good,4 cylinders,NA,gas,98000,black,NA,automatic,NA,0
1128,"$2,395 ",los angeles,central LA,2004 toyota camry solara,NA,4 cylinders,fwd,gas,239000,red,full-size,automatic,coupe,0
1129,"$8,300 ",los angeles,LA san gabriel,2007 Toyota camry,NA,NA,NA,gas,118000,NA,NA,automatic,NA,0
1130,"$4,700 ",los angeles,LA long beach,2004 Toyota Camry SE,excellent,4 cylinders,fwd,gas,116000,white,NA,automatic,sedan,0
1131,"$6,500 ",los angeles,central LA,2009 toyota camry le,like new,4 cylinders,NA,gas,128708,grey,full-size,automatic,sedan,0
1132,"$5,900 ",los angeles,San Fernando,2007 toyota camry,excellent,4 cylinders,NA,gas,118000,NA,NA,automatic,NA,0
1133,"$3,700 ",los angeles,San Fernando,2003 toyota camry,NA,NA,NA,gas,132000,NA,NA,automatic,NA,0
1134,"$7,405 ",los angeles,LA westside-southbay,2008 Toyota Camry,NA,6 cylinders,fwd,gas,131306,grey,mid-size,automatic,sedan,1
1135,"$6,500 ",los angeles,San Fernando,2010 toyota camry le 4dr sedan,good,4 cylinders,fwd,gas,153000,white,full-size,automatic,sedan,0
1136,"$7,600 ",los angeles,central LA,2009 toyota camry le,excellent,NA,NA,gas,NA,NA,NA,automatic,NA,0
1138,"$12,888 ",los angeles,LA san gabriel,2015 Toyota Camry LE,good,4 cylinders,fwd,gas,44000,white,mid-size,automatic,sedan,1
1139,"$8,500 ",los angeles,San Fernando,2011 Toyota Camry,excellent,4 cylinders,NA,gas,79000,NA,NA,automatic,NA,0
1140,"$7,500 ",los angeles,central LA,2009 toyota camry,excellent,4 cylinders,NA,gas,81000,NA,NA,automatic,NA,0
1141,"$1,200 ",los angeles,central LA,2000 toyota camry,new,6 cylinders,fwd,gas,NA,black,full-size,manual,sedan,0
1142,"$1,500 ",los angeles,central LA,1992 Toyota Camry,good,6 cylinders,NA,gas,160,blue,NA,automatic,sedan,0
1143,"$4,000 ",los angeles,LA westside-southbay,2006 toyota camry solara,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
1144,"$3,190 ",los angeles,LA san gabriel,2012 toyota camry,excellent,4 cylinders,fwd,gas,NA,NA,NA,automatic,sedan,0
1146,NA,los angeles,LA long beach,2014 Toyota Camry,NA,NA,NA,gas,59272,NA,full-size,automatic,sedan,1
1147,"$2,700 ",los angeles,central LA,2002 toyota camry,good,4 cylinders,NA,gas,130450,NA,NA,automatic,NA,0
1148,"$4,900 ",los angeles,San Fernando,2009 toyota camry hybrid,NA,NA,NA,gas,140,NA,NA,automatic,NA,0
1149,"$6,700 ",los angeles,LA san gabriel,2007 Toyota Camry,NA,NA,NA,gas,122000,NA,NA,automatic,NA,0
1151,"$4,500 ",los angeles,central LA,2008 toyota camry le,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
1152,"$18,500 ",los angeles,LA westside-southbay,2017 toyota camry se,like new,4 cylinders,fwd,gas,5000,grey,full-size,automatic,sedan,0
1153,"$3,950 ",los angeles,North LA county,2004 toyota camry,NA,NA,NA,gas,180000,NA,NA,automatic,NA,0
1154,"$4,100 ",los angeles,San Fernando,2006 TOYOTA CAMRY SE,NA,6 cylinders,NA,gas,165600,NA,NA,automatic,NA,0
1155,"$14,995 ",los angeles,LA westside-southbay,2016 TOYOTA CAMRY SE,good,4 cylinders,fwd,gas,65467,white,NA,automatic,sedan,1
